,price
34412,863
30026,718
6878,4130
1757,3044
18728,7648
4525,3635
42388,1306
35726,911
5922,3941
15949,6380
31900,776
39239,1068
18511,7544
34731,876
30273,447
16640,6653
17207,6875
6628,4086
8821,4477
41638,504
20719,625
3144,3332
17991,7276
8869,4484
5871,3924
38563,1035
8567,4435
21574,9680
6828,4120
41635,504
41297,1211
37284,484
19815,8381
9855,4678
48922,2042
20021,421
29663,706
49449,2111
50653,544
12644,5294
42785,1349
46458,1774
37454,984
49097,2063
36083,925
41592,391
35967,477
38059,1013
35188,891
53441,2674
41779,1247
48850,2032
25709,644
42995,1368
52823,2573
35080,886
52913,2588
14757,5939
46418,1768
14078,5712
8054,583
2413,3180
10557,4816
35916,919
31643,451
31170,755
17456,7000
9983,4704
5746,3894
5098,3756
22368,628
14482,5849
7927,4317
39493,1079
19720,8293
34382,863
47243,1841
10334,4766
48315,535
36457,942
15588,6252
45829,1712
40354,1129
50967,2326
5113,3759
50789,2304
43927,514
41541,1235
8815,4476
2541,3206
53807,2732
31297,758
12159,5177
13263,5483
876,2873
5440,3829
42175,1286
20468,8810
16325,6532
22262,10314
46577,1785
47689,1883
22360,628
36330,936
10394,593
11852,5102
8895,4488
14343,5807
7791,4289
34609,470
8414,4404
9768,4662
2957,3296
38649,1040
4373,3607
23153,11169
47281,394
12163,5179
34890,879
42436,1314
30621,447
39333,1071
2941,3293
4332,3599
8431,4406
28186,666
37766,999
31391,763
1671,3026
19983,8528
28328,666
45723,1698
49521,2123
33098,815
2748,3249
13992,5696
37068,969
37094,969
12815,5345
46383,1763
6208,3999
28824,683
2071,3107
29250,698
31544,766
53528,2690
47079,1822
11373,596
38021,1009
38930,1053
229,2783
40170,1117
44938,1633
45714,1698
29868,710
41045,1188
2576,3212
10535,4805
22057,10085
41155,1199
52504,2526
29524,703
19859,8415
47045,1819
35383,899
6027,3965
32300,454
29471,702
23050,11081
30038,719
6399,4038
9668,4644
33424,828
18463,7512
46757,1800
49589,2135
31642,450
16830,6713
20300,8714
15828,6334
21868,9932
19416,8072
51513,2384
49157,2070
28975,435
17621,7096
33120,816
39529,1080
3963,3507
5342,3812
46614,1787
39382,1074
13926,5666
50179,2222
43536,1427
33251,825
8576,4435
21388,626
800,2862
16959,6774
38733,1043
11438,5005
53174,2630
14634,5908
53075,2610
38778,1046
47263,1843
34787,877
9076,4520
47003,1818
33147,816
8598,4441
47226,1840
40193,1121
18661,7627
10602,4826
9854,4678
48279,1956
18015,7288
42434,1314
7703,4277
21467,9568
4593,3656
9880,4682
15892,6353
29351,698
11255,4969
15331,6156
43175,1390
2757,3250
8030,4333
52672,2550
38266,384
42316,1295
19542,8176
45865,1715
52229,2484
23662,11711
32817,805
52637,552
2861,3275
52122,2464
17338,6957
42079,1273
46395,1764
8717,586
2971,3299
53454,2676
6923,4138
37556,988
18407,7481
38191,1015
48529,1986
34433,863
18393,7475
20713,625
7566,4252
10085,4712
30263,725
23435,11428
43497,1422
2735,3247
47816,1902
37088,969
32840,807
2418,3180
42288,505
11108,4932
9708,589
47691,1883
17461,7002
15049,605
42281,505
19079,7850
51205,2351
32038,779
2989,3301
7127,4173
43652,1435
13701,5600
10194,4739
8208,4369
11685,5063
9678,4648
33119,816
46187,1748
17428,6985
1267,2948
37033,966
46609,1786
44774,1621
48005,1919
40090,1114
20606,8910
37630,990
3583,3422
44749,1619
1113,2915
22639,10688
43014,1370
37036,967
38141,1013
22880,10922
51295,2361
9667,4644
18931,7779
49536,2125
46728,1795
38661,1040
10615,4829
49633,540
12713,599
34752,876
459,2817
10141,4724
35550,906
3884,3484
42455,1316
53327,2654
39360,1073
41622,504
49428,2107
51992,2443
36436,942
43044,1375
39061,1058
33195,819
31401,764
19984,8529
28079,662
32331,789
29571,705
1661,3024
19701,624
41171,1200
13394,602
21481,9576
15007,6045
14752,5938
8662,4455
35171,891
3468,3392
28541,675
49021,2052
49070,2059
6316,4027
8972,4504
32153,787
7117,4171
20898,9116
19292,8011
30107,720
1693,3033
46025,1728
19277,8001
17750,7146
18225,7399
40889,1176
37349,982
19802,8366
44589,1607
37751,998
363,2806
13946,5674
5162,3770
36880,958
38224,1017
43987,394
18517,7548
36111,926
13627,5577
18185,7372
47417,1851
43983,394
17925,7240
34309,858
38642,1040
51464,2376
13183,5451
45591,1689
37678,992
11738,5072
40956,1179
17604,7089
32205,788
19143,7906
30450,731
31618,373
8929,4497
12879,5366
27825,650
49183,2075
21771,9836
28757,680
28537,675
50472,2266
5110,3759
13790,5621
5289,3800
11287,4976
22546,10581
37841,1002
51537,2386
46851,1812
7284,4200
9151,4539
7859,4306
13003,5405
18662,7627
49573,2131
36597,947
19334,8039
12654,5299
47193,1838
17321,6945
20941,9155
17059,612
28124,663
45639,525
25034,641
53713,2719
2569,3211
6076,3968
46680,1790
1579,3007
7303,4204
10239,4746
52030,2448
37915,1007
5285,3799
11311,4984
39623,491
22453,10479
11211,4959
14735,5932
867,2872
31335,759
7911,4315
6757,4103
15103,6070
13924,5666
31504,765
13293,5490
22810,10833
30018,717
29343,698
13133,5433
3249,3356
5631,3878
51323,544
31490,765
40690,1157
50540,2275
3205,3346
44674,1609
52777,2565
3015,3307
12280,5212
14367,5816
34406,863
41980,1264
33508,828
32637,459
21011,9225
42086,1273
36147,928
14266,5778
7030,4159
38925,1052
51584,2393
34540,868
13450,5523
35290,473
30133,720
48159,1942
23689,11748
28016,658
48888,2039
6394,4037
14282,5783
35167,891
12306,5219
10978,4909
3369,407
30243,723
8013,4328
6397,4038
10598,4824
50376,2250
2762,3251
6016,3963
46909,1814
34470,866
3625,3429
30600,447
20433,8789
19722,8294
38564,1035
44819,1624
3140,3330
21,352
18706,620
47150,1832
46048,1731
44573,1607
11798,5088
30997,747
41497,1233
40095,1114
43455,1415
49794,2163
38218,1016
15326,6153
16293,6518
37346,982
41104,1194
41623,504
5717,575
38511,1032
26724,645
13535,5546
14428,5825
37417,983
30178,721
7516,4242
16117,6442
40508,1144
28102,663
23456,11452
44570,1606
381,2810
10569,4817
13968,5687
13164,5444
3100,3321
319,2801
19021,620
10606,4826
3848,3477
44862,1628
47222,1839
34399,863
1136,2921
14088,5715
33854,844
14187,5757
45005,1637
14668,5919
44346,1580
19740,8311
45004,1637
3869,3480
41298,1211
11413,5000
32686,802
21105,9276
7845,4304
53192,2633
40437,1138
23776,11836
35397,900
43807,1443
2066,561
28800,682
179,2776
12254,5206
14878,5991
11383,596
19413,8069
18038,614
33949,465
49224,2082
36555,945
27811,650
36014,921
20110,8580
2450,3189
44321,521
49473,2114
53220,2637
11128,4939
42928,1364
46460,1774
44428,1588
37039,967
30580,734
14146,5739
47124,1828
9199,4549
45062,1642
10547,4811
16883,6737
36787,956
51600,2394
3493,3399
36479,943
33660,835
5994,3956
32846,807
28994,686
40041,1111
42083,1273
15312,6147
22251,10306
31928,776
4501,3629
153,2770
5703,574
19077,7850
1439,2974
4416,3611
16962,6774
45382,1666
2958,3296
22033,628
42581,1330
13073,5412
44659,522
3096,3319
46386,1764
48702,2010
21075,9251
34535,868
45020,1637
28619,675
10144,4724
45008,1637
3652,3439
40499,1142
10138,4723
4430,3615
4392,571
11032,4919
35787,912
13665,5593
43591,507
5083,3752
9590,4629
19340,8042
53603,2700
9700,589
35756,912
36298,477
51564,2389
31286,450
15866,6346
8489,4419
7803,4291
21561,9660
51062,2332
18430,7495
669,2846
12537,5267
31597,367
40743,1163
14480,5846
47199,1838
45786,1708
44342,1580
36358,939
34005,847
46944,1815
4454,3619
14566,5882
40882,1176
27899,655
14810,5963
14939,6018
1399,559
43994,394
4961,3734
5909,3936
3577,3420
49566,2131
443,2815
6032,575
10473,4791
4319,3595
31641,450
51879,2428
4612,3662
38874,1050
16400,6546
22979,11028
273,2793
4521,3634
5055,573
23463,11459
23797,11855
31304,758
2084,3111
3529,3407
32086,781
48185,1944
34109,853
1812,3055
34003,847
17342,6958
30601,447
37338,981
2796,3260
49207,2079
34866,878
42846,1356
44947,1635
50337,2242
5399,574
43505,1422
20659,8949
21554,9658
3865,3478
33748,840
39174,1063
8896,4489
12785,5331
32468,794
17748,7145
40004,1107
40801,1169
660,2846
37005,965
48596,1995
18455,7508
26691,429
39407,1076
7258,4198
47695,1883
9643,4640
23048,11079
20830,9057
20735,8977
20638,8930
25701,644
13917,5665
16367,608
30332,727
48293,1957
5234,3787
15564,6239
10676,4841
18383,618
41464,1230
48034,1923
18040,614
16026,608
7924,4316
8188,4368
28856,683
31403,764
37078,969
9063,4516
18693,619
15602,6259
6893,4133
5318,3805
10639,4832
48537,1987
19329,8035
36970,962
6887,4132
48799,2024
7063,579
4950,3733
21507,9600
45235,1658
8957,4501
30196,722
31248,758
35724,911
34334,862
53838,2738
516,2824
17297,6931
41469,1230
31735,772
5661,3881
31992,776
28720,680
43684,1436
39349,1073
1024,2903
52560,2536
45397,1668
8610,4443
8852,4480
11828,5096
20907,9122
33044,814
44839,1625
45239,1659
49442,2110
47047,1820
23440,11434
45936,1722
52984,2594
32631,458
9739,4657
39160,1063
41436,1228
36617,477
38336,1020
14310,5797
43001,1369
375,2809
19934,8485
20884,9105
47265,1843
43934,515
43007,1369
1880,3073
52932,2591
49277,2090
9279,4565
39238,1068
32045,779
4651,3669
48078,1930
8985,4508
43736,1438
43414,1413
35143,889
8706,586
2502,3198
30916,745
50795,2306
21238,9384
22023,628
32722,802
46434,1771
23746,11795
8738,4462
52272,2492
52342,2498
52538,2530
38385,1024
17995,7277
26682,427
39166,1063
52712,2553
44181,1568
39336,1072
3746,570
4155,3548
49910,2181
47568,1875
50274,2239
17619,7094
30222,723
21059,625
53323,2652
52446,2515
31162,755
7361,4218
2309,3165
47804,1901
7622,4260
37668,992
16239,6497
37195,974
19535,8168
6283,4017
53103,2614
30289,447
36841,957
9577,4627
7081,4163
36758,956
21275,9428
16172,6465
45202,1656
35107,886
22593,10644
46818,1808
13569,5555
33515,829
48286,1956
9937,4693
45675,1694
53046,2606
46775,1803
5659,3881
40895,1177
41825,1251
47231,1840
50462,2265
2287,3160
49336,2095
37430,984
7306,4204
42708,1340
53429,2671
1653,3019
13740,5602
951,2889
43656,1435
50272,2239
9802,4668
13913,5664
50118,2210
19238,7974
17739,7140
38808,1046
31905,776
33503,828
52360,2502
38554,1034
2411,3179
31365,761
3067,3311
38241,1018
18905,7758
4061,571
3568,3419
53133,2618
10697,4846
13544,5548
45015,1637
21052,625
9375,589
34826,878
48663,2001
52738,2559
28153,665
51871,2427
14042,605
127,2763
16856,6727
29891,710
28823,683
76,554
27374,647
14936,6015
3233,3353
40955,1179
22882,10924
34712,874
12178,5183
46113,1743
19898,8448
22128,10162
6512,4064
46162,1746
15847,6340
43753,1438
16743,6666
5462,3833
48720,2012
14970,6030
38625,489
6402,4038
8062,583
40770,1166
17786,7167
23464,11460
23648,11686
52429,2513
41205,1205
46211,1751
8856,4480
41496,1233
43839,1446
33060,814
15140,6087
32083,781
37653,992
11578,5040
14991,6039
28511,673
36105,926
11615,5049
17542,7059
18919,7768
30732,739
48949,2047
16764,6675
6534,4070
2149,3127
36383,941
32936,811
44973,523
18116,7333
16558,6616
19959,8508
44147,1563
16987,6785
13912,5664
6506,4064
48357,1963
52652,2548
15363,605
40930,499
17596,7085
14175,5751
1006,2898
755,2857
2692,3246
7073,579
46662,1787
28137,664
45754,1704
47202,1838
18779,7678
43031,1373
6760,4106
8041,581
49661,2141
33918,844
37570,989
47450,1857
6411,4040
17607,7090
11574,5038
29839,710
1222,2939
1128,2919
46245,1753
35736,911
20262,8688
44191,1569
44105,1556
36974,963
45315,524
6171,3992
48260,1955
52884,2583
29594,706
22549,10584
48665,2001
40490,1142
5744,3894
49443,2110
51945,2441
50614,399
40094,1114
46813,1807
40522,1146
39396,1076
31167,755
39845,1099
1528,2999
48488,1980
14564,5882
23197,11206
18568,7573
42456,1316
21709,627
45242,1659
12627,5292
7492,4239
49912,2182
12202,5191
27917,657
3875,3482
52351,2500
8698,4460
28040,659
34103,852
28270,361
2824,3266
32206,788
31144,755
39163,1063
6015,3963
14314,5798
181,2776
40215,1123
9051,589
40823,1170
19978,8524
3940,3501
48270,1956
52301,548
5087,3752
37477,984
33714,838
49109,2064
28245,666
17687,7130
11720,596
10495,4798
32053,780
7570,4253
13012,5407
2613,3223
7079,579
29874,710
45799,1709
8782,4469
28223,666
16254,6502
4851,3710
32509,798
45097,1648
38670,1040
14317,5799
51243,2354
48657,537
40596,497
40880,1176
36424,942
53501,2685
7023,4158
7772,4284
11984,5142
30847,743
29362,698
22209,10258
9382,589
17913,7234
22508,10546
29440,701
32389,791
2672,3238
37463,984
52289,2495
18488,7528
38841,1049
19382,8051
50813,2307
39472,1079
16453,6573
39770,1094
38320,1020
46339,1758
4201,3563
48643,537
46340,1758
10428,4784
35848,917
3028,3309
33657,835
42271,505
47283,394
10681,4843
40073,1114
39678,1087
42443,1314
20100,8575
913,2879
35113,886
38477,1031
12889,5370
3460,3391
1383,559
29079,688
37441,984
14344,5807
47219,1838
37009,965
41328,1214
45707,1698
7701,4276
50439,2263
8374,583
46440,1772
17884,7218
46620,526
39149,1062
18837,7722
5804,3909
6940,4140
29958,446
7393,579
16181,6468
20802,9034
49968,540
9733,4656
18218,7392
20185,8631
21478,9576
34175,854
2003,3101
45068,1643
35234,894
29340,698
43234,1397
49842,2169
7442,4232
30845,743
28891,684
10926,4892
43193,1394
52761,2562
22805,10827
31216,756
2663,3235
21604,9703
35087,886
34263,465
12486,5255
10275,4752
11450,5006
12540,5268
20637,8930
20891,9115
52048,2451
15743,6296
40281,495
34496,867
10887,4880
5030,3749
36713,953
17645,7108
13001,5405
11341,4989
15978,6397
12275,5211
37051,968
25356,642
2374,561
8996,4511
22179,10219
51186,2348
40562,1151
39045,1057
30391,730
52458,2515
32116,783
19839,8401
23238,11248
10913,4890
31639,450
29602,706
48630,536
3624,3429
37961,1007
16380,6541
34252,855
3555,3416
10564,4816
10382,593
48552,1990
3037,565
49689,2145
5968,3950
14572,5883
45270,1662
2973,3299
32847,807
48610,1998
20187,8633
42119,1279
44292,1577
6508,4064
39374,1074
37030,966
37951,1007
51258,2357
12588,5284
28066,660
50094,2207
51605,2394
52942,2593
16350,608
33221,821
899,2875
2677,3239
1337,2961
4445,3618
34468,866
11603,5045
3937,3500
51376,2367
35443,900
48501,1982
26727,645
17222,6887
42998,1368
792,2862
29148,692
2472,3192
38121,1013
1910,3080
30795,742
9651,4642
30339,727
26028,645
17978,7273
53662,2708
52603,2543
284,2795
40517,1145
41689,1240
44209,1569
21012,9225
4037,3528
51043,2330
18346,7465
48748,2016
53155,2624
47933,1915
42809,1353
47332,530
52844,2575
3470,3393
37472,984
13452,5524
35552,906
27827,650
29303,438
32646,802
23699,11767
1115,2916
13412,5509
38271,384
5423,3823
3363,407
23718,633
1560,3004
11013,4916
36180,930
41230,1207
36327,936
52127,2466
18288,7430
43675,1436
3479,3396
10408,593
23271,11286
6770,4108
34365,863
33631,833
9976,4703
17756,7150
13143,5437
41705,1242
21134,9294
48456,1975
1852,3065
38075,1013
582,2834
18965,7803
23038,631
53654,2706
3230,3352
49459,2112
16545,6609
46015,1727
47165,1834
15762,6302
39096,1061
52749,2560
36226,933
14569,5882
34454,864
47269,1844
30800,742
15910,6361
29531,703
41910,1261
6459,4052
42988,1367
18675,7636
32892,810
34947,378
8997,4511
10714,593
32378,790
46331,1758
45229,1657
48407,1970
37330,980
38915,1052
4743,3682
20478,8818
19658,8268
28590,675
17810,7178
222,2782
28535,675
3603,3425
20808,9037
48829,2029
34141,854
16562,6617
31024,749
50738,2297
7211,4191
33543,829
13045,600
22921,10962
14323,5802
37071,969
34637,872
2990,3302
10429,4784
2200,3140
36940,478
51224,2352
46411,1767
749,557
51107,2337
3634,3431
50858,2312
25680,642
2997,3303
15830,6334
48733,2012
20762,9001
3663,3443
15842,6337
49602,2137
3839,3473
45931,1721
15867,6346
33433,828
28059,660
13735,604
14863,5987
38673,1040
6988,4155
22643,10692
48370,1963
41432,1227
31671,769
42803,1352
3945,3502
21640,9731
22804,10827
22125,10155
49983,2190
19765,8334
39081,1060
8383,583
5167,3771
43625,1433
51974,547
13094,5421
38471,1031
21741,9810
5212,3780
20530,8855
23744,11793
47454,1857
9385,589
39719,1090
13769,5613
11250,4968
10261,4751
51120,2339
12767,5326
40122,1115
17415,6976
39990,1107
36694,952
51391,2368
40835,1172
4671,3671
10967,4905
47726,1889
40532,1148
29215,695
44930,1633
51263,2357
16579,6620
10878,4879
9237,4559
15028,6048
30774,741
28763,680
22072,10094
41996,1264
19833,8400
6090,3974
53619,552
30109,720
5926,3941
52305,548
43942,516
10324,4764
40042,1111
18570,7575
49222,2081
9158,4540
15310,6146
13216,5458
37842,1002
1908,3080
12072,5156
48209,1949
4231,3573
18831,7715
1805,3053
1172,2929
53869,2744
43556,1429
49576,2132
17477,7017
15678,6288
14438,5831
23172,11188
47128,1829
37985,1008
39967,1106
36135,928
2120,3120
9859,4678
11872,5107
48331,1959
32124,784
10435,4785
23113,11136
1251,2946
20748,8988
28681,678
43476,1420
5200,3780
16408,6552
42736,1343
51557,2388
13704,5601
9291,4570
17702,612
49525,2123
11915,5123
34704,874
39274,490
47006,1818
41870,1257
40910,1179
34608,470
1055,558
21679,9781
6327,4029
34383,863
13397,602
6963,4149
16905,6750
29997,716
31299,758
41183,1200
5100,3756
1893,3077
12214,5194
39220,1066
31190,756
38257,382
36999,965
27765,648
50549,2276
4223,3570
8624,4447
22001,10071
28852,683
28846,683
5063,574
52973,552
613,2839
41397,1223
8735,4461
17758,7151
15801,6323
52374,2505
372,2808
53937,2757
28667,677
31990,776
5227,3785
21509,9604
15027,6048
1470,2982
16691,421
35742,911
22966,11015
39334,1072
12030,596
12635,5292
13809,5626
38548,1033
5495,3842
10205,4740
34911,880
35815,914
49579,2133
17080,6810
14655,5914
23388,631
52948,2593
28715,680
17633,7100
43493,1422
49825,2167
36491,943
34946,378
36303,936
41412,1226
52300,548
37901,1007
46164,1746
39148,1062
47483,1863
10928,4892
40421,1134
21835,9901
13315,5498
21073,9248
11481,5014
35477,902
5532,3854
51976,547
28150,665
53827,2737
19200,7950
50750,2298
22398,10424
38458,1029
22151,10186
53815,2735
52903,2586
42419,1312
19492,8127
45094,1646
20409,8771
21511,9609
11730,5068
15884,6352
13910,5662
45275,1662
50186,2224
3319,3372
7522,4242
16837,6716
52278,2492
53504,2686
49932,2184
48200,1948
10768,4854
52369,2504
50338,2243
48688,2006
4657,3669
44410,1585
33182,818
16721,610
21408,9521
33502,828
35157,891
11208,4959
10260,4751
42549,1325
45852,1715
17614,7093
45876,1717
30281,447
47700,1883
20585,8893
33354,827
16417,6558
44575,1607
35623,473
51004,2326
32060,780
1427,2972
46959,527
17385,612
43217,1397
5043,573
49191,2076
53856,2743
20233,8663
28184,666
53460,2677
5868,3923
4206,3564
19698,624
19487,8121
22645,10693
8930,4497
30992,746
39072,1059
45280,1662
9073,4520
16668,6663
32966,461
16366,608
38251,380
7039,4162
34898,880
18994,7820
50983,544
37515,986
42428,1313
38639,489
16148,6453
42429,1313
10893,4884
3147,3332
3234,3353
15805,6324
48754,2016
44417,1587
7760,4283
37883,1006
3252,3357
50779,2302
51800,2415
32896,810
40665,1154
17599,7087
15160,6095
46043,1729
3582,3421
2889,3282
53709,2719
51534,2386
50345,2245
47513,1867
193,2777
2954,3295
17571,7075
33637,833
49047,2056
48055,1927
45476,1676
39714,1090
48518,1984
14408,5819
6711,413
6377,576
12521,5262
8648,4452
47384,1847
47266,1844
11660,5055
48094,1933
22879,10920
45535,1687
34557,871
11065,596
8094,4341
50021,2196
15501,6209
33839,844
40380,1131
51898,2432
51796,2415
29044,687
21691,626
11268,4972
47475,1860
5823,3915
626,2840
9698,589
27878,654
17178,6858
14593,5889
7567,4252
34845,878
5333,3810
51806,2416
16786,6687
36122,928
21532,9632
23043,11074
34889,879
30165,720
9263,4561
18643,7609
38576,1035
41339,1216
4910,3724
46090,1739
47242,1841
21032,625
47907,1914
40672,1155
17631,7099
16002,6403
18163,7364
18180,7370
11171,4950
45787,1709
31770,773
13185,5451
22086,10107
2771,3253
1577,3007
36931,478
20411,8773
50687,2289
33964,846
53086,2612
5400,3818
17623,7096
45928,1721
17783,7163
30835,743
2269,3154
2319,3167
13662,5592
22140,10179
19338,8040
21083,9254
42984,1367
18013,7287
30065,720
21301,9452
30294,447
46809,1807
22825,10853
12852,5358
12430,5242
9849,4676
7896,4312
10695,4845
21853,9916
43717,1437
45204,1656
48018,1921
38118,1013
45172,1655
47658,530
36635,947
38814,1046
52078,2456
26011,644
576,2834
41087,1192
22603,10656
