,price,carat,x,z
1047,2907,0.71,5.7,3.54
1048,2907,0.79,5.98,3.62
1049,2907,0.72,5.7,3.58
1050,557,0.33,4.46,2.79
1053,558,0.25,4.05,2.47
1054,558,0.25,4.04,2.56
1055,558,0.25,4.13,2.5
1057,558,0.31,4.37,2.65
1058,558,0.31,4.42,2.63
1059,558,0.31,4.4,2.75
1060,558,0.31,4.35,2.7
1063,558,0.31,4.4,2.7
1064,558,0.31,4.44,2.66
1065,558,0.31,4.37,2.67
1066,558,0.31,4.42,2.67
1067,558,0.31,4.4,2.63
1068,558,0.31,4.44,2.65
1070,558,0.31,4.34,2.63
1071,558,0.31,4.34,2.73
1072,558,0.31,4.32,2.69
1073,558,0.31,4.39,2.7
1074,558,0.31,4.39,2.66
1075,558,0.31,4.31,2.73
1076,558,0.31,4.35,2.7
1077,558,0.31,4.32,2.7
1078,558,0.31,4.31,2.7
1079,558,0.31,4.38,2.66
1082,2909,0.7,5.75,3.49
1083,2909,0.7,5.71,3.47
1084,2909,0.71,5.76,3.54
1085,2909,0.71,5.7,3.54
1086,2909,0.9,6.19,3.81
1087,2910,0.71,5.6,3.54
1088,2911,1.05,6.72,3.9
1089,2911,0.59,5.39,3.3
1090,2911,0.71,5.76,3.5
1092,2912,0.73,5.68,3.66
1093,2912,0.7,5.69,3.35
1094,2912,0.73,5.75,3.64
1096,2912,1.0,6.3,4.08
1097,2912,1.0,6.31,4.13
1098,2912,1.0,6.25,4.16
1099,2913,0.7,5.72,3.48
1100,2913,0.71,5.75,3.54
1101,2913,0.71,5.7,3.48
1103,2913,0.71,5.68,3.54
1104,2913,0.71,5.7,3.53
1105,2913,0.71,5.8,3.47
1106,2913,0.91,6.18,3.85
1109,2914,0.8,5.86,3.73
1110,2914,0.73,5.76,3.55
1113,2915,0.8,5.94,3.7
1114,2915,0.71,5.74,3.56
1115,2916,0.73,5.8,3.54
1116,2917,0.93,6.22,3.87
1117,2917,0.74,5.78,3.6
1118,2917,0.7,5.63,3.53
1119,2917,0.71,5.77,3.52
1120,2918,0.71,5.82,3.48
1121,2918,0.8,5.98,3.68
1122,2918,0.71,5.7,3.56
1123,2918,0.72,5.75,3.56
1125,2919,0.72,5.8,3.52
1126,2919,0.8,5.92,3.71
1127,2919,0.73,5.79,3.59
1128,2919,0.7,5.61,3.57
1129,2919,0.73,5.79,3.58
1130,2919,0.73,5.83,3.59
1131,2920,0.71,5.87,3.48
1132,2920,0.72,5.78,3.55
1133,2920,0.71,5.88,3.46
1134,2920,0.71,5.71,3.56
1135,2921,0.74,5.79,3.51
1136,2921,0.71,5.77,3.47
1137,2921,0.71,5.75,3.5
1138,2921,0.71,5.76,3.47
1139,2921,0.65,5.58,3.43
1140,2921,0.9,6.04,3.85
1141,2922,0.71,5.6,3.58
1143,2922,0.68,5.79,3.45
1144,2922,0.53,5.24,3.21
1146,2923,0.72,5.69,3.6
1148,2923,0.7,5.63,3.5
1149,2923,0.75,5.78,3.61
1150,2923,0.75,5.82,3.59
1151,2923,0.87,6.13,3.81
1152,2923,0.71,5.71,3.57
1153,2923,0.77,5.98,3.62
1154,2923,0.78,5.94,3.64
1155,2923,0.75,5.94,3.48
1156,2923,0.9,6.35,3.7
1157,2924,0.7,5.71,3.52
1158,2925,0.8,6.07,3.52
1160,2925,0.51,5.03,3.2
1161,2925,0.71,5.74,3.54
1162,2925,1.02,6.49,3.99
1163,2925,1.2,6.9,4.14
1165,2926,0.81,6.03,3.68
1166,2926,0.81,6.0,3.66
1167,2927,0.77,5.79,3.68
1168,2927,0.8,6.07,3.61
1169,2927,0.9,6.32,3.75
1170,2928,0.7,5.72,3.52
1172,2929,0.74,5.82,3.56
1174,2929,0.7,5.68,3.52
1175,2929,0.7,5.78,3.49
1176,2930,0.71,5.74,3.51
1178,2930,0.7,5.67,3.55
1179,2930,0.71,5.69,3.56
1180,2930,0.71,5.69,3.58
1182,2930,0.9,6.23,3.65
1184,2930,0.71,5.75,3.53
1185,2931,0.7,5.72,3.49
1186,2931,0.72,5.69,3.61
1187,2931,0.72,5.71,3.54
1188,2932,0.7,5.71,3.51
1189,2932,0.7,5.8,3.51
1190,2932,0.7,5.66,3.56
1191,2933,0.72,5.67,3.54
1192,2933,0.59,5.44,3.31
1193,2933,0.73,5.84,3.51
1194,2933,0.75,5.81,3.64
1195,2933,0.75,5.98,3.47
1196,2934,0.9,6.0,3.79
1197,2934,0.71,5.77,3.57
1198,2935,0.91,6.27,3.74
1201,2936,0.7,5.63,3.5
1202,2936,0.81,6.06,3.66
1203,2936,0.74,5.81,3.53
1204,2936,0.7,5.69,3.57
1205,2937,0.82,6.01,3.72
1206,2937,0.76,6.12,3.52
1207,2937,0.76,6.01,3.55
1208,2937,0.95,6.35,3.72
1209,2938,0.71,5.66,3.57
1210,2938,0.71,5.65,3.55
1211,2938,0.81,6.1,3.66
1212,2939,0.73,5.73,3.6
1214,2939,0.83,5.99,3.72
1215,2939,0.77,6.01,3.56
1216,2939,0.8,6.02,3.66
1217,2939,0.73,5.72,3.6
1218,2939,0.72,5.71,3.57
1220,2939,0.8,6.03,3.59
1222,2939,0.82,5.99,3.73
1223,2940,0.7,5.59,3.55
1224,2940,1.24,6.85,4.26
1225,2940,0.7,5.6,3.52
1226,2940,0.7,5.92,3.54
1229,2940,0.75,5.84,3.59
1230,2940,0.7,5.73,3.51
1231,2941,0.79,6.04,3.58
1232,2941,0.8,5.83,3.73
1233,2942,0.81,5.92,3.72
1234,2942,0.71,5.76,3.51
1235,2942,1.03,6.3,4.12
1237,2942,0.76,5.84,3.59
1238,2942,1.01,6.27,4.18
1239,2943,0.73,5.82,3.56
1240,2943,0.72,5.77,3.57
1241,2944,0.74,5.8,3.57
1243,2945,0.57,5.39,3.27
1244,2945,0.79,5.89,3.64
1245,2945,0.78,5.86,3.67
1246,2945,0.85,5.95,3.87
1247,2946,0.71,5.64,3.58
1248,2946,0.71,5.69,3.58
1249,2946,0.72,5.72,3.57
1251,2946,0.77,5.9,3.64
1252,2946,0.79,5.9,3.69
1253,2947,0.78,5.92,3.66
1254,2947,0.76,5.82,3.63
1255,2947,0.92,6.37,3.72
1256,2947,0.73,5.82,3.53
1257,2947,0.7,5.69,3.49
1260,2947,0.74,5.83,3.57
1261,2947,0.73,5.79,3.55
1262,2947,0.82,5.97,3.75
1263,2947,0.9,6.26,3.8
1264,2948,0.73,5.8,3.59
1265,2948,0.7,5.68,3.53
1266,2948,0.9,6.15,3.83
1267,2948,0.9,5.92,3.91
1268,2948,0.9,6.28,3.79
1269,2948,0.9,6.2,3.83
1271,2949,0.72,5.66,3.59
1272,2949,0.76,5.84,3.62
1273,2949,0.77,5.81,3.67
1274,2949,0.72,5.72,3.57
1276,2950,0.81,5.9,3.72
1277,2950,0.71,5.68,3.56
1278,2950,0.71,5.72,3.54
1279,2951,0.54,5.27,3.25
1280,2951,0.72,5.65,3.55
1283,2951,0.72,5.84,3.55
1284,2952,0.7,5.66,3.54
1285,2952,0.7,5.63,3.58
1286,2952,0.7,5.63,3.49
1287,2952,0.7,5.68,3.49
1288,2952,0.72,5.76,3.55
1289,2952,0.72,5.76,3.55
1290,2952,0.7,5.7,3.54
1291,2952,0.7,5.63,3.54
1293,2952,0.74,5.79,3.6
1294,2952,0.7,5.69,3.48
1295,2953,0.8,6.02,3.57
1296,2953,0.79,5.84,3.66
1297,2953,0.75,5.67,3.66
1298,2954,0.71,5.8,3.47
1299,2954,0.72,5.75,3.57
1300,2954,0.72,5.75,3.53
1301,2954,0.72,5.71,3.53
1303,2954,0.82,5.97,3.76
1304,2954,0.76,5.88,3.64
1305,2955,0.89,6.14,3.78
1306,2956,0.7,5.67,3.55
1307,2956,0.74,5.81,3.57
1309,2956,0.95,6.13,3.94
1310,2956,0.91,6.14,3.87
1311,2956,0.7,5.75,3.5
1312,2956,0.71,5.89,3.44
1313,2956,0.7,5.78,3.47
1314,2956,0.72,5.75,3.59
1315,2956,0.72,5.75,3.57
1316,2958,0.72,5.74,3.57
1317,2958,0.79,5.89,3.68
1319,2958,0.98,6.46,3.92
1322,2959,0.79,5.92,3.68
1323,2959,0.82,6.0,3.72
1324,2959,0.74,5.7,3.69
1325,2960,0.71,5.7,3.53
1327,2960,0.7,5.6,3.57
1328,2960,0.7,5.72,3.52
1329,2960,0.76,5.82,3.63
1331,2960,0.64,5.52,3.42
1332,2960,0.71,5.8,3.44
1333,2960,0.74,5.85,3.6
1334,2961,0.77,5.75,3.62
1336,2961,0.72,5.79,3.55
1337,2961,0.73,5.81,3.58
1339,2961,0.63,5.48,3.42
1341,2961,0.76,5.91,3.59
1342,2961,0.71,5.77,3.56
1343,2961,0.75,5.85,3.61
1344,2961,0.96,6.32,3.79
1345,2962,0.63,5.47,3.43
1346,2962,0.72,5.73,3.56
1347,2962,0.71,5.69,3.55
1348,2962,0.82,6.01,3.74
1349,2963,0.71,5.76,3.57
1350,2963,0.91,6.38,3.72
1351,2964,0.71,5.68,3.58
1352,2964,0.71,5.64,3.56
1353,2964,0.71,5.78,3.44
1354,2964,0.7,5.61,3.55
1355,2964,0.7,5.59,3.59
1356,2964,0.75,5.84,3.61
1357,2964,0.9,6.03,3.95
1358,2964,0.9,6.08,3.88
1359,2964,0.9,6.02,3.91
1361,2964,1.0,6.24,4.07
1362,2964,1.5,7.26,4.7
1365,2965,0.71,5.68,3.52
1366,2965,0.71,5.71,3.53
1367,2965,0.71,5.73,3.52
1368,2965,0.71,5.72,3.52
1369,2965,0.7,5.7,3.53
1370,2965,0.7,5.73,3.51
1371,2966,0.73,5.68,3.54
1372,2966,0.85,6.02,3.79
1373,2966,0.7,5.69,3.53
1374,2966,0.75,5.87,3.61
1375,2966,0.82,6.06,3.68
1377,2967,0.7,5.69,3.52
1378,2967,0.86,6.01,3.78
1379,2967,0.79,5.91,3.67
1380,558,0.31,4.43,2.68
1381,558,0.31,4.37,2.67
1382,558,0.31,4.39,2.69
1383,559,0.3,4.28,2.66
1384,559,0.31,4.33,2.72
1385,559,0.31,4.38,2.69
1386,559,0.31,4.37,2.67
1388,559,0.24,3.97,2.47
1389,559,0.24,4.0,2.5
1394,559,0.24,3.99,2.47
1395,559,0.24,4.01,2.44
1396,559,0.24,3.99,2.47
1397,559,0.24,3.99,2.46
1398,559,0.24,4.0,2.46
1399,559,0.32,4.39,2.74
1400,559,0.32,4.42,2.74
1401,560,0.25,4.05,2.52
1403,560,0.25,4.04,2.48
1404,560,0.27,4.18,2.53
1405,560,0.32,4.4,2.72
1406,560,0.36,4.57,2.83
1407,561,0.41,4.77,2.95
1411,2968,0.92,6.4,3.76
1413,2968,0.71,5.88,3.44
1414,2968,1.06,6.57,4.02
1415,2968,0.9,6.16,3.84
1416,2969,0.8,6.02,3.7
1418,2970,0.72,5.84,3.55
1419,2970,0.7,5.58,3.57
1421,2970,0.78,5.94,3.64
1422,2970,1.04,6.51,3.88
1423,2971,0.91,6.13,3.96
1424,2972,0.81,5.85,3.77
1425,2972,0.76,5.99,3.57
1426,2972,0.7,5.64,3.5
1427,2972,0.9,6.14,3.86
1428,2972,0.81,5.96,3.71
1429,2973,0.9,6.08,3.86
1430,2973,0.75,5.83,3.64
1431,2973,0.77,5.9,3.59
1432,2973,0.7,5.74,3.49
1435,2974,0.82,5.96,3.75
1436,2974,0.57,5.33,3.3
1437,2974,0.9,6.05,3.87
1438,2974,1.0,5.96,4.1
1439,2974,0.71,5.81,3.46
1440,2975,0.7,5.69,3.54
1441,2975,0.7,5.72,3.54
1442,2975,0.82,5.99,3.78
1444,2975,0.83,6.02,3.7
1445,2975,0.83,6.1,3.73
1447,2976,0.79,5.88,3.69
1448,2976,0.72,5.82,3.56
1449,2976,0.91,6.17,3.86
1451,2977,0.81,5.98,3.71
1452,2977,0.76,5.9,3.58
1453,2977,0.54,5.28,3.25
1454,2978,0.71,5.7,3.57
1455,2978,0.7,5.77,3.54
1456,2978,0.8,6.0,3.67
1458,2979,0.72,5.76,3.47
1459,2979,0.7,5.74,3.53
1460,2980,0.86,6.12,3.79
1462,2980,0.7,5.63,3.47
1463,2980,0.64,5.69,3.34
1464,2981,0.7,5.67,3.54
1466,2981,0.91,6.24,3.84
1467,2982,0.9,6.2,3.65
1468,2982,0.71,5.7,3.53
1469,2982,0.9,6.03,3.95
1470,2982,0.71,5.86,3.48
1471,2982,0.71,5.76,3.48
1472,2982,0.71,5.72,3.57
1473,2984,0.74,5.8,3.63
1474,2984,0.9,6.12,3.84
1475,2984,1.0,6.42,3.99
1476,2985,0.7,5.62,3.57
1477,2985,0.75,5.82,3.63
1479,2986,0.77,5.78,3.65
1480,2986,0.8,5.92,3.69
1481,2986,0.82,6.0,3.71
1482,2986,0.84,6.02,3.74
1483,2987,0.7,5.68,3.49
1484,2987,0.74,5.8,3.58
1485,2988,0.77,5.86,3.63
1486,2988,0.6,5.5,3.33
1489,2989,0.72,5.76,3.59
1490,2990,0.83,6.03,3.69
1491,2990,0.76,5.88,3.67
1492,2990,0.72,5.68,3.59
1494,2991,0.75,5.91,3.59
1495,2991,0.7,5.71,3.46
1496,2992,0.7,5.66,3.56
1497,2992,0.75,5.83,3.62
1498,2992,1.06,6.54,3.93
1499,2993,0.69,5.64,3.48
1500,2993,0.87,6.15,3.77
1502,2993,0.7,5.65,3.57
1504,2993,0.75,5.83,3.57
1510,2994,1.24,6.92,4.26
1511,2994,0.81,5.95,3.68
1512,2994,0.81,5.97,3.67
1513,2995,0.73,5.78,3.56
1514,2995,0.7,5.76,3.52
1515,2996,0.91,6.05,3.93
1516,2996,0.88,6.11,3.85
1517,2996,0.77,5.9,3.63
1518,2997,0.74,5.8,3.6
1519,2997,0.72,5.78,3.54
1520,2998,0.7,5.69,3.59
1521,2998,0.72,5.79,3.56
1522,2998,0.7,5.7,3.52
1523,2998,1.01,6.29,4.13
1524,2998,0.85,6.26,3.59
1525,2999,0.7,5.82,3.46
1526,2999,0.73,5.71,3.58
1527,2999,1.02,6.4,3.92
1528,2999,0.87,6.14,3.77
1530,2999,0.7,5.77,3.47
1531,2999,0.74,5.83,3.63
1532,2999,0.74,5.83,3.54
1533,2999,0.7,5.74,3.43
1534,3000,0.77,5.87,3.68
1536,3001,0.9,6.23,3.79
1537,3001,0.9,6.1,3.83
1538,3001,0.9,6.16,3.83
1540,3001,0.7,5.66,3.47
1541,3001,0.7,5.61,3.54
1542,3001,0.7,5.58,3.53
1544,3002,0.75,5.86,3.56
1545,3002,0.83,6.01,3.74
1546,3002,0.77,5.91,3.58
1547,3002,0.71,5.68,3.54
1548,3002,0.89,6.04,3.84
1551,3002,0.8,6.02,3.63
1552,3002,0.73,5.92,3.46
1553,3003,0.76,5.89,3.63
1554,3003,1.01,6.31,4.05
1555,3003,0.65,5.69,3.39
1556,3004,0.81,5.99,3.7
1557,3004,0.81,6.04,3.72
1558,3004,0.7,5.69,3.52
1559,3004,0.61,5.53,3.38
1560,3004,0.78,5.95,3.61
1561,3004,0.72,5.77,3.6
1562,3004,0.92,6.32,3.79
1563,3005,0.75,5.85,3.59
1565,3005,0.8,5.89,3.73
1566,3005,0.72,5.8,3.52
1567,3005,0.73,5.81,3.57
1568,3006,0.91,6.08,3.87
1569,3006,0.91,6.09,3.84
1570,3006,0.71,5.8,3.53
1573,3007,0.71,5.76,3.51
1575,3007,0.7,5.65,3.53
1576,3007,0.71,5.73,3.53
1577,3007,0.71,5.72,3.54
1578,3007,0.71,5.73,3.55
1579,3007,0.71,5.73,3.54
1580,3007,0.71,5.72,3.53
1581,3007,0.76,5.88,3.61
1582,3007,0.91,6.13,3.86
1584,3008,0.61,5.46,3.35
1585,3008,0.7,5.7,3.51
1586,3008,0.82,5.96,3.72
1587,3009,0.71,5.63,3.6
1588,3009,0.71,5.67,3.53
1590,3009,0.74,5.8,3.57
1592,3010,0.83,5.98,3.74
1593,3010,0.8,5.98,3.64
1594,3011,0.8,5.89,3.65
1595,3011,0.73,5.87,3.57
1596,3011,1.0,6.42,3.99
1597,3011,1.2,6.61,4.27
1598,3011,1.2,6.77,4.2
1599,3011,1.2,6.61,4.34
1600,3011,0.61,5.43,3.38
1601,3011,0.7,5.7,3.54
1602,3011,0.7,5.67,3.53
1603,3011,0.7,5.66,3.56
1604,3011,0.7,5.7,3.51
1605,3011,0.77,5.9,3.66
1606,3011,0.75,5.82,3.61
1607,3011,0.75,5.81,3.61
1608,3011,1.0,6.63,3.66
1609,3012,0.78,5.89,3.63
1611,3012,0.72,5.74,3.55
1612,3012,0.72,5.77,3.53
1613,3012,0.72,5.85,3.54
1614,3013,0.8,5.84,3.74
1615,3013,0.75,5.84,3.61
1616,3013,0.71,5.7,3.56
1617,3013,0.71,5.76,3.54
1619,3013,0.81,6.07,3.66
1620,3013,0.9,6.08,3.77
1621,3014,0.78,5.9,3.69
1624,3014,1.01,6.49,3.92
1625,3014,0.9,6.07,3.85
1626,3015,0.84,6.0,3.78
1627,3015,0.91,6.32,3.72
1628,3015,0.78,5.9,3.65
1630,3016,0.72,5.7,3.55
1631,3016,0.7,5.71,3.54
1633,3016,0.9,6.0,3.88
1634,3016,0.76,5.85,3.64
1636,3016,0.9,6.18,3.86
1639,3017,1.12,6.75,4.05
1640,3017,0.7,5.72,3.5
1641,3017,0.5,5.03,3.14
1642,3017,1.12,6.68,4.05
1643,3018,0.7,5.58,3.54
1645,3018,0.7,5.68,3.53
1646,3018,0.71,5.7,3.55
1647,3018,0.72,5.79,3.54
1648,3018,0.7,5.71,3.45
1649,3018,1.02,6.38,4.02
1651,3018,0.7,5.72,3.53
1652,3019,0.93,6.27,3.84
1653,3019,0.78,6.02,3.62
1654,3020,0.71,5.81,3.52
1655,3023,0.73,5.78,3.56
1656,3023,0.65,5.55,3.46
1658,3024,0.9,6.09,3.86
1659,3024,0.9,6.08,3.85
1660,3024,0.75,5.9,3.63
1661,3024,0.9,6.09,3.83
1662,3024,0.9,6.15,3.91
1663,3024,0.72,5.79,3.49
1664,3024,0.9,6.04,3.95
1665,3024,0.72,5.73,3.57
1666,3024,0.75,5.77,3.63
1667,3024,0.75,5.84,3.59
1669,3024,0.75,5.96,3.52
1671,3026,0.7,5.69,3.53
1672,3026,0.59,5.35,3.32
1673,3026,0.71,5.7,3.56
1674,3027,0.83,6.06,3.73
1675,3027,1.02,6.25,4.15
1676,3027,1.0,6.29,4.05
1677,3027,1.02,6.46,3.97
1678,3027,0.77,6.07,3.5
1679,3028,0.7,5.82,3.44
1680,3030,0.8,5.96,3.71
1681,3030,0.74,5.79,3.58
1682,3031,0.77,5.66,3.82
1683,3032,0.72,5.93,3.47
1686,3032,0.55,5.35,3.26
1687,3033,0.71,5.67,3.58
1688,3033,0.73,5.76,3.56
1689,3033,0.76,5.8,3.63
1690,3033,0.52,5.17,3.17
1691,3033,0.7,5.56,3.54
1692,3033,0.7,5.61,3.53
1693,3033,0.7,5.62,3.58
1695,3033,0.91,6.19,3.87
1696,3034,0.91,6.23,3.84
1697,3034,0.91,6.24,3.77
1698,3034,0.7,5.7,3.51
1699,3035,0.72,5.66,3.62
1700,3035,0.71,5.83,3.48
1701,3035,0.72,5.71,3.57
1702,3035,0.78,5.87,3.67
1703,3035,0.71,5.82,3.5
1704,3036,0.8,5.9,3.73
1705,3036,0.74,5.73,3.61
1706,3036,0.74,5.73,3.6
1708,3036,0.78,6.0,3.65
1709,3037,0.7,5.59,3.55
1710,561,0.32,4.34,2.75
1712,561,0.4,4.64,2.97
1713,561,0.32,4.32,2.72
1714,561,0.32,4.37,2.69
1715,561,0.32,4.48,2.69
1717,561,0.32,4.42,2.67
1718,561,0.32,4.36,2.77
1719,561,0.32,4.34,2.75
1720,561,0.32,4.4,2.72
1721,561,0.32,4.43,2.66
1722,561,0.32,4.38,2.71
1723,561,0.32,4.34,2.72
1725,561,0.32,4.36,2.72
1726,561,0.32,4.3,2.73
1727,561,0.32,4.37,2.76
1728,561,0.32,4.37,2.71
1729,561,0.32,4.37,2.71
1730,561,0.32,4.38,2.72
1732,561,0.32,4.41,2.73
1734,561,0.32,4.35,2.76
1736,561,0.32,4.36,2.73
1739,561,0.32,4.44,2.69
1740,3037,0.72,5.72,3.57
1741,3038,0.76,5.85,3.6
1743,3038,0.73,5.76,3.59
1745,3039,0.7,5.56,3.62
1746,3040,0.77,5.84,3.64
1747,3040,0.92,6.27,3.84
1749,3041,0.71,5.66,3.56
1751,3042,0.81,5.97,3.59
1752,3042,0.71,5.73,3.57
1753,3043,0.72,5.77,3.5
1754,3043,0.81,5.97,3.69
1755,3043,0.81,6.27,3.83
1756,3044,0.77,5.95,3.55
1757,3044,0.83,6.03,3.72
1758,3045,0.71,5.68,3.56
1759,3045,0.71,5.73,3.52
1760,3045,0.78,5.83,3.65
1766,3046,0.7,5.67,3.47
1767,3047,0.79,5.94,3.66
1768,3047,0.73,5.56,3.7
1769,3047,0.91,6.24,3.73
1770,3047,0.91,6.14,3.85
1771,3047,0.93,6.22,3.87
1772,3048,0.82,5.85,3.76
1773,3048,0.75,5.78,3.58
1774,3048,0.72,5.94,3.47
1775,3048,0.72,5.7,3.55
1776,3048,0.72,5.97,3.44
1777,3048,0.72,5.7,3.58
1779,3048,0.72,5.89,3.55
1781,3049,0.75,5.8,3.58
1782,3049,0.66,5.64,3.45
1783,3049,0.83,6.08,3.75
1784,3050,0.62,5.59,3.27
1785,3050,0.8,5.93,3.71
1786,3050,0.76,5.87,3.62
1788,3050,0.82,5.95,3.69
1790,3051,1.02,6.31,4.01
1791,3051,0.66,5.69,3.46
1792,3052,0.7,5.65,3.55
1793,3052,0.77,5.93,3.64
1794,3052,0.7,5.66,3.43
1795,3052,1.03,6.26,4.12
1796,3053,0.7,5.67,3.56
1797,3053,0.71,5.79,3.48
1798,3053,0.7,5.65,3.56
1799,3053,0.71,5.77,3.53
1800,3053,0.81,5.94,3.72
1802,3053,0.75,5.84,3.6
1803,3053,0.79,5.91,3.71
1804,3053,0.79,5.94,3.68
1805,3053,0.79,5.97,3.64
1806,3053,0.79,5.96,3.69
1807,3054,0.7,5.62,3.55
1808,3054,1.01,6.46,3.93
1810,3054,1.01,6.21,4.05
1811,3054,1.01,6.14,4.17
1812,3055,0.78,5.93,3.62
1813,3056,0.65,5.63,3.39
1816,3056,0.76,5.84,3.65
1817,3057,0.9,6.13,3.78
1818,3057,0.92,6.27,3.79
1821,3057,0.9,6.17,3.76
1822,3057,0.82,5.82,3.76
1823,3058,0.91,6.11,3.89
1828,3059,0.71,5.74,3.56
1829,3060,1.03,6.41,4.01
1830,3060,0.9,6.1,3.86
1831,3061,0.74,5.76,3.61
1835,3061,0.71,5.75,3.55
1836,3061,0.91,6.46,3.72
1838,3062,0.7,5.8,3.39
1839,3062,0.72,5.76,3.55
1840,3062,0.9,6.01,3.93
1841,3062,0.71,5.71,3.52
1842,3062,0.71,5.71,3.52
1843,3062,0.93,6.37,3.82
1844,3063,0.7,5.63,3.52
1845,3063,0.7,5.64,3.54
1846,3063,0.7,5.79,3.45
1847,3064,0.71,5.64,3.58
1848,3064,0.76,5.85,3.6
1852,3065,0.72,5.69,3.6
1853,3065,0.7,5.7,3.52
1854,3065,0.65,5.6,3.45
1857,3066,0.71,5.7,3.55
1858,3066,0.71,5.73,3.57
1859,3066,0.8,5.94,3.73
1860,3066,0.8,5.94,3.68
1861,3066,0.73,5.77,3.62
1862,3067,0.9,6.01,3.85
1863,3067,0.78,5.87,3.69
1864,3068,0.7,5.63,3.58
1865,3068,0.7,5.65,3.55
1866,3070,0.85,6.1,3.68
1867,3070,0.8,5.88,3.72
1868,3070,0.8,5.84,3.68
1869,3070,0.92,6.3,3.73
1871,3071,0.82,6.05,3.72
1875,3073,0.7,5.72,3.53
1876,3073,0.75,5.86,3.62
1877,3073,0.71,5.69,3.55
1878,3073,0.62,5.62,3.44
1879,3073,1.03,6.55,3.97
1880,3073,0.7,5.81,3.39
1881,3074,0.78,5.87,3.64
1882,3074,0.9,5.91,3.93
1883,3074,0.77,5.89,3.63
1884,3074,0.9,6.1,3.87
1885,3075,0.72,5.73,3.55
1886,3075,0.72,5.69,3.57
1888,3075,0.7,5.64,3.53
1889,3075,0.72,5.72,3.57
1891,3075,0.76,5.81,3.66
1892,3075,0.79,5.93,3.71
1893,3077,0.79,5.97,3.61
1895,3077,0.73,5.75,3.62
1896,3077,0.71,5.61,3.62
1897,3077,0.71,5.76,3.45
1898,3078,0.75,5.65,3.63
1899,3078,0.72,5.7,3.57
1901,3079,0.76,5.79,3.56
1902,3079,0.94,6.21,3.94
1903,3079,0.91,6.08,3.78
1904,3080,1.0,6.33,3.96
1905,3080,1.0,6.41,3.94
1906,3080,1.0,6.07,4.03
1907,3080,1.0,6.49,3.83
1908,3080,1.0,6.46,4.02
1909,3080,0.82,6.02,3.66
1910,3080,0.71,5.75,3.56
1911,3080,0.71,5.73,3.55
1912,3081,0.79,5.81,3.69
1913,3081,0.75,5.8,3.61
1914,3081,0.79,5.93,3.68
1915,3081,0.71,5.74,3.56
1916,3082,0.8,5.89,3.73
1917,3082,0.91,6.18,3.91
1919,3082,0.6,5.4,3.36
1920,3082,0.7,5.83,3.37
1921,3082,0.91,6.22,3.92
1924,3082,0.8,6.05,3.67
1926,3082,0.8,5.94,3.62
1927,3083,0.92,6.21,3.87
1928,3083,0.72,5.69,3.61
1931,3084,0.72,5.73,3.51
1932,3084,0.81,5.95,3.71
1934,3084,0.61,5.43,3.39
1935,3084,0.85,6.08,3.78
1936,3084,0.75,5.73,3.6
1937,3084,0.9,6.09,3.9
1938,3084,0.9,6.02,3.81
1939,3084,0.9,6.22,3.76
1942,3084,0.9,6.02,3.95
1943,3084,0.9,6.08,3.82
1944,3084,0.81,6.03,3.7
1945,3084,0.81,6.0,3.67
1946,3084,0.9,6.2,3.9
1947,3084,1.02,6.28,4.04
1949,3085,0.75,5.73,3.67
1951,3086,0.75,5.85,3.62
1952,3087,0.7,5.58,3.58
1953,3087,0.7,5.56,3.53
1954,3087,0.91,6.1,3.87
1955,3087,0.7,5.49,3.54
1957,3087,0.74,5.84,3.6
1959,3088,1.01,6.35,4.01
1960,3089,0.79,5.95,3.62
1961,3089,0.77,5.87,3.61
1962,3089,0.73,5.74,3.54
1963,3089,0.73,5.81,3.55
1965,3089,0.73,5.76,3.58
1966,3089,0.73,5.79,3.56
1967,3089,0.73,5.78,3.57
1968,3090,0.71,5.71,3.56
1969,3090,0.58,5.36,3.31
1970,3090,0.87,6.03,3.78
1971,3090,0.71,5.89,3.41
1972,3091,0.72,5.79,3.53
1973,3091,0.92,6.31,3.83
1974,3091,1.2,6.82,4.1
1975,3091,0.8,5.89,3.7
1976,3091,0.98,6.41,4.04
1977,3092,0.7,5.7,3.47
1978,3092,0.7,5.66,3.5
1979,3092,0.7,5.67,3.54
1981,3093,0.7,5.68,3.53
1982,3093,0.7,5.69,3.53
1983,3093,0.72,5.76,3.57
1984,3095,0.71,5.7,3.57
1985,3095,0.7,5.63,3.58
1986,3095,0.81,5.93,3.71
1987,3095,0.94,6.32,3.91
1988,3095,0.9,6.13,3.8
1989,3096,0.71,5.64,3.57
1991,3096,0.77,5.83,3.69
1993,3097,0.81,6.23,3.83
1994,3097,0.81,5.98,3.63
1995,3097,0.52,5.19,3.21
1997,3098,1.29,6.93,4.42
1998,3099,0.9,6.25,3.79
1999,3099,0.72,5.76,3.55
2000,3099,0.94,6.16,3.86
2001,3101,0.93,6.2,3.87
2002,3101,0.74,5.84,3.6
2003,3101,0.81,5.94,3.7
2004,3101,0.71,5.79,3.59
2006,3102,0.9,6.11,3.83
2007,3102,0.72,5.77,3.55
2008,3102,0.9,6.16,3.88
2009,3103,0.83,6.04,3.75
2010,3103,0.66,5.57,3.45
2011,3103,0.71,5.7,3.56
2012,3103,0.78,5.93,3.65
2013,3104,0.81,5.87,3.74
