,carat,x,z
48104,0.5,5.13,3.15
42349,0.39,4.75,2.81
21035,0.31,4.3,2.71
21287,1.7,7.71,4.7
49421,0.77,5.92,3.65
10896,0.9,6.26,3.78
23046,1.53,7.45,4.51
18789,1.53,7.5,4.53
45025,0.54,5.27,3.27
49200,0.72,5.68,3.56
1070,0.31,4.34,2.63
15018,1.0,6.43,3.91
35053,0.31,4.38,2.67
41435,0.42,4.84,2.99
53657,0.86,6.1,3.83
17168,1.06,6.53,4.1
22888,1.64,7.59,4.65
50759,0.57,5.49,3.15
43145,0.52,5.12,3.23
36661,0.38,4.69,2.88
47477,0.71,5.82,3.45
9360,0.32,4.39,2.7
10735,0.33,4.42,2.74
1663,0.72,5.79,3.49
29774,0.3,4.29,2.7
39589,0.54,5.27,3.15
29391,0.31,4.33,2.72
9397,1.0,6.45,3.72
46515,0.66,5.63,3.45
46830,0.53,5.17,3.22
39961,0.63,5.51,3.45
47581,0.7,5.75,3.5
48585,0.54,5.29,3.2
23639,1.51,7.3,4.59
20272,1.52,7.4,4.5
13199,1.02,6.58,3.98
16994,1.01,6.36,3.97
53177,0.71,5.7,3.51
29356,0.31,4.35,2.73
53385,0.7,5.67,3.51
19955,1.21,6.88,4.18
23329,1.51,7.32,4.54
33103,0.32,4.39,2.7
6948,0.91,6.11,3.89
11358,1.12,6.74,4.17
49225,0.58,5.35,3.32
46067,0.54,5.24,3.25
18111,1.03,6.46,4.0
31614,0.32,4.39,2.72
42556,0.42,4.77,2.99
36265,0.37,4.66,2.88
17960,2.0,7.99,5.14
52143,0.7,5.67,3.52
3633,0.71,5.72,3.54
47496,0.55,5.29,3.24
32734,0.31,4.31,2.7
21499,1.53,7.39,4.6
13166,1.07,6.62,4.08
41656,0.5,5.07,3.19
2079,0.7,5.67,3.49
10116,1.02,6.5,3.94
48071,0.57,5.33,3.31
49590,0.53,5.23,3.1
3423,0.7,5.77,3.5
28955,0.25,4.02,2.48
32017,0.32,4.39,2.75
35976,0.42,4.78,2.99
52501,0.71,5.8,3.53
16678,1.01,6.34,4.03
7088,0.93,6.22,3.83
38902,0.33,4.48,2.76
6160,1.0,6.3,4.05
5300,1.01,6.5,3.99
36035,0.41,4.8,3.0
27034,0.32,4.37,2.74
16481,1.05,6.53,4.02
33188,0.34,4.5,2.78
17140,1.0,6.29,4.04
7641,0.8,5.89,3.7
9791,1.01,6.36,3.99
4588,0.76,5.81,3.63
36601,0.32,4.36,2.77
43310,0.51,5.16,3.14
8876,1.04,6.5,4.03
21421,1.55,7.54,4.57
34980,0.34,4.47,2.77
10443,1.0,6.51,3.85
53785,0.89,6.0,3.84
53416,0.72,5.72,3.58
41900,0.55,5.34,3.28
3784,0.74,5.81,3.56
34149,0.33,4.44,2.74
29987,0.32,4.39,2.73
48802,0.55,5.24,3.27
14883,1.04,6.51,4.03
7969,0.7,5.68,3.5
51485,0.55,5.27,3.27
19987,1.6,7.55,4.56
27823,0.34,4.51,2.72
40783,0.61,5.37,3.42
33385,0.32,4.37,2.73
34155,0.33,4.55,2.72
39226,0.38,4.64,2.89
46828,0.58,5.41,3.29
52921,0.71,5.72,3.61
46294,0.3,4.26,2.71
19558,1.5,7.46,4.36
17215,1.0,6.33,3.96
11874,1.5,7.19,4.56
46481,0.54,5.28,3.19
21625,2.43,8.54,5.25
38312,0.46,4.94,3.08
160,0.73,5.92,3.49
18935,1.08,6.61,4.06
51560,0.7,5.78,3.41
29658,0.35,4.55,2.76
1973,0.92,6.31,3.83
8307,0.96,6.53,3.83
13101,1.17,6.74,4.21
49530,0.61,5.41,3.31
17809,1.23,6.95,4.17
18122,1.0,6.38,3.96
17601,1.33,6.99,4.4
42329,0.6,5.43,3.3
12496,1.0,6.58,3.9
28903,0.3,4.29,2.73
53436,0.7,5.61,3.55
36183,0.31,4.42,2.68
3320,0.82,5.96,3.71
6203,1.0,6.52,3.83
23708,0.34,4.52,2.76
38052,0.4,4.76,2.89
47960,0.51,5.14,3.2
5685,1.01,6.54,3.88
35274,0.32,4.41,2.74
35446,0.32,4.42,2.71
34172,0.33,4.46,2.72
20809,1.91,7.9,4.87
30552,0.31,4.32,2.7
50864,0.6,5.37,3.31
52943,0.7,5.62,3.57
4306,0.82,6.02,3.7
907,0.79,5.86,3.69
46928,0.52,5.19,3.16
41357,0.6,5.43,3.25
50240,0.58,5.43,3.28
31883,0.3,4.41,2.63
28549,0.3,4.32,2.66
40977,0.41,4.81,2.93
41477,0.41,4.84,2.93
43848,0.5,4.94,3.12
42158,0.51,5.2,3.1
51048,0.73,6.11,3.39
18431,1.5,7.15,4.56
12101,1.09,6.54,4.09
34573,0.31,4.33,2.68
41587,0.3,4.33,2.69
53190,0.71,5.68,3.55
29024,0.3,4.26,2.68
1530,0.7,5.77,3.47
42791,0.6,5.21,3.42
6272,1.12,6.7,4.14
37809,0.35,4.53,2.8
8335,0.9,6.16,3.78
34356,0.3,4.31,2.68
48025,0.71,5.7,3.48
34612,0.27,4.16,2.57
49116,0.72,5.67,3.64
35341,0.42,4.8,2.98
6115,0.73,5.79,3.57
22460,2.0,7.88,5.26
31400,0.3,4.3,2.68
39400,0.41,4.8,2.93
30486,0.31,4.37,2.7
40762,0.46,4.91,3.1
44169,0.53,5.17,3.23
52502,0.71,5.76,3.54
17888,1.04,6.5,4.03
50847,0.72,5.75,3.57
47166,0.46,5.02,3.04
18496,1.51,7.4,4.52
34416,0.3,4.33,2.69
28747,0.31,4.34,2.69
41110,0.51,5.14,3.23
52876,0.82,5.88,3.76
27898,0.4,4.72,2.99
11683,1.01,6.34,3.87
12259,1.26,7.03,4.21
13062,1.01,6.27,3.99
36574,0.35,4.58,2.8
29469,0.4,4.67,2.94
28064,0.31,4.29,2.74
36493,0.39,4.63,2.94
15281,1.04,6.46,4.03
17031,1.05,6.48,4.01
29627,0.32,4.34,2.79
5551,0.9,6.24,3.76
13487,1.5,7.42,4.56
17290,1.0,6.41,3.99
34143,0.33,4.41,2.78
33161,0.31,4.38,2.65
30462,0.31,4.36,2.72
4198,1.01,6.41,3.99
39398,0.41,4.83,2.91
17167,1.01,6.46,3.95
15361,0.3,4.34,2.6
17561,1.05,6.53,4.07
5244,1.23,6.91,4.25
52346,0.55,5.33,3.24
826,0.7,5.66,3.54
44152,0.54,5.22,3.19
1504,0.75,5.83,3.57
50902,0.65,5.57,3.42
41606,0.3,4.39,2.59
31859,0.3,4.35,2.63
51685,0.55,5.36,3.24
12981,1.11,6.77,4.1
10466,1.1,6.64,4.09
20890,1.24,6.84,4.29
20054,0.31,4.32,2.72
30093,0.32,4.41,2.76
33658,0.35,4.57,2.75
2991,1.08,6.46,4.15
32051,0.32,4.42,2.67
16926,1.3,6.97,4.36
41106,0.35,4.52,2.81
26699,0.35,4.47,2.78
37058,0.43,4.83,3.02
11071,1.01,6.53,3.9
6785,1.13,6.66,4.1
47805,0.64,5.62,3.36
6265,0.87,6.15,3.79
19843,1.13,6.7,4.14
16111,1.21,6.79,4.27
10014,1.14,6.71,4.15
9149,1.09,6.49,4.06
524,0.83,6.02,3.74
48447,0.7,5.76,3.5
9907,1.0,6.45,3.69
22065,1.3,7.12,4.28
18301,1.34,7.07,4.34
40533,0.38,4.61,2.89
27031,0.32,4.41,2.75
14218,1.23,6.9,4.19
21369,0.42,4.76,2.99
42462,0.5,5.09,3.1
47909,0.7,5.69,3.5
41486,0.39,4.66,2.86
43171,0.54,5.2,3.2
32259,0.3,4.31,2.67
45769,0.54,5.21,3.21
32117,0.39,4.67,2.92
16016,1.22,6.82,4.29
4548,0.85,6.13,3.79
37489,0.35,4.53,2.81
30228,0.33,4.4,2.73
6062,0.77,5.84,3.67
14531,1.21,6.85,4.21
43199,0.53,5.19,3.21
53250,0.5,5.09,3.17
21697,0.34,4.45,2.79
10390,0.31,4.35,2.66
9860,1.02,6.27,3.98
30693,0.3,4.31,2.66
20156,1.03,6.46,4.02
42268,0.48,5.22,3.05
38852,0.4,4.76,2.9
21446,1.28,7.01,4.32
53102,0.7,5.76,3.5
49274,0.54,5.27,3.19
46185,0.59,5.41,3.33
12153,1.23,6.84,4.26
41214,0.4,4.75,2.92
49309,0.4,4.7,2.95
39535,0.4,4.83,2.85
43362,0.58,5.37,3.32
43123,0.52,5.18,3.2
22342,1.52,7.4,4.5
12658,1.02,6.38,4.0
11407,1.01,6.3,4.02
37335,0.43,4.85,3.01
32898,0.3,4.3,2.7
32441,0.43,4.77,3.0
31420,0.34,4.53,2.78
31099,0.3,4.27,2.69
31948,0.3,4.31,2.65
52857,0.72,5.69,3.55
20975,1.53,7.3,4.56
53799,0.66,5.63,3.43
48135,0.5,5.15,3.13
34723,0.5,5.09,3.15
41196,0.51,5.08,3.18
41739,0.41,4.79,2.93
17481,2.11,7.88,5.31
36835,0.37,4.56,2.83
38402,0.35,4.57,2.75
14355,1.06,6.52,4.05
30645,0.3,4.3,2.64
13490,1.15,6.68,4.11
7808,0.85,6.08,3.78
37528,0.31,4.39,2.68
219,0.53,5.34,3.08
34871,0.3,4.28,2.69
33598,0.37,4.63,2.83
29917,0.33,4.47,2.76
7815,1.0,6.32,3.87
9807,1.16,6.76,4.15
13965,1.01,6.55,3.88
38449,0.33,4.47,2.77
16442,1.21,6.65,4.21
44314,0.33,4.44,2.72
47531,0.75,5.8,3.56
38375,0.5,5.06,3.1
16213,1.01,6.34,4.02
4296,0.73,5.82,3.57
12813,1.04,6.63,3.93
5758,1.01,6.35,3.98
43762,0.53,5.23,3.2
12618,1.5,7.0,4.79
42106,0.41,4.76,2.96
42959,0.3,4.27,2.68
13440,1.06,6.51,4.1
33207,0.4,4.77,2.93
53388,0.76,5.88,3.63
27777,0.32,4.39,2.71
8549,1.07,6.7,3.95
19055,1.01,6.36,3.99
53845,0.7,5.77,3.48
36836,0.37,4.63,2.83
40553,0.41,4.73,2.98
48503,0.57,5.31,3.3
37585,0.32,4.43,2.74
8055,0.23,3.93,2.46
2327,0.79,5.96,3.66
13953,1.09,6.73,4.0
53266,0.7,5.67,3.53
53239,0.7,5.61,3.55
39854,0.33,4.47,2.74
4965,0.9,6.07,3.88
4221,0.97,6.38,3.97
7998,1.01,6.55,3.94
29488,0.32,4.41,2.75
47005,0.51,5.19,3.19
1244,0.79,5.89,3.64
4598,1.02,6.41,4.09
22539,2.02,8.1,5.03
2976,0.71,5.73,3.55
40572,0.4,4.9,2.85
34081,0.36,4.63,2.75
14754,1.0,6.47,3.93
33367,0.41,4.74,2.95
39666,0.42,4.82,2.99
34338,0.3,4.27,2.68
46376,0.51,5.1,3.18
29497,0.32,4.44,2.71
19353,0.4,4.75,2.94
1130,0.73,5.83,3.59
18385,0.26,4.12,2.56
3608,1.02,6.32,3.68
10355,1.04,6.5,4.01
51636,0.31,4.41,2.64
1361,1.0,6.24,4.07
1709,0.7,5.59,3.55
48043,0.55,5.25,3.25
38971,0.4,4.63,2.92
42999,0.55,5.28,3.22
47585,0.58,5.36,3.32
10027,0.23,4.0,2.41
1523,1.01,6.29,4.13
19089,1.5,7.35,4.46
441,0.89,6.26,3.76
52035,0.71,5.71,3.61
50513,0.71,5.73,3.56
32547,0.27,4.12,2.55
20743,1.53,7.33,4.59
42521,0.45,4.97,2.98
32886,0.4,4.68,2.92
44116,0.54,5.31,3.18
1542,0.7,5.58,3.53
31675,0.26,4.1,2.52
6150,0.7,5.67,3.55
40181,0.51,5.07,3.24
30189,0.33,4.42,2.72
7244,1.11,6.67,4.12
43545,0.51,5.19,3.1
49596,0.71,5.72,3.55
48633,0.3,4.29,2.7
48166,0.62,5.56,3.32
17867,1.01,6.35,4.03
27824,0.34,4.53,2.73
44354,0.56,5.34,3.26
21322,1.35,7.04,4.41
50312,0.7,5.7,3.47
32735,0.31,4.32,2.7
4738,0.3,4.29,2.67
50253,0.73,5.91,3.49
40317,0.4,4.76,2.93
28912,0.3,4.32,2.65
41643,0.4,4.79,2.93
44536,0.7,5.7,3.49
41633,0.32,4.4,2.76
39194,0.38,4.69,2.8
2841,0.72,5.84,3.51
12511,1.01,6.42,3.95
50623,0.3,4.32,2.69
5095,1.02,6.34,4.01
20120,1.58,7.66,4.54
33337,0.41,4.77,2.95
45462,0.55,5.26,3.25
18167,1.03,6.51,4.04
36596,0.3,4.32,2.67
22936,1.32,6.95,4.3
1329,0.76,5.82,3.63
6385,0.25,4.02,2.52
21305,1.12,6.66,4.1
8246,1.04,6.48,4.0
168,0.58,5.33,3.3
34208,0.33,4.41,2.74
33115,0.34,4.55,2.72
24708,0.38,4.64,2.88
41245,0.58,5.27,3.32
51788,0.7,5.54,3.63
28938,0.3,4.3,2.71
46001,0.64,5.54,3.41
35238,0.43,4.82,3.05
52424,0.77,5.79,3.67
46897,0.56,5.34,3.26
10544,1.1,6.73,4.08
16368,0.33,4.41,2.72
10872,1.1,6.65,4.06
5112,0.72,5.74,3.53
43262,0.3,4.28,2.66
51344,0.71,5.72,3.5
13600,0.9,6.24,3.82
13759,1.03,6.47,4.02
52979,0.3,4.3,2.63
23444,1.51,7.28,4.55
22352,0.31,4.43,2.74
52583,0.97,6.41,3.87
6545,0.9,6.13,3.73
39312,0.33,4.51,2.74
16428,1.13,6.82,4.08
20782,1.6,7.54,4.66
28147,0.3,4.29,2.64
28117,0.36,4.59,2.82
41766,0.53,5.24,3.21
33929,0.41,4.72,3.01
29129,0.3,4.3,2.68
6582,1.03,6.48,3.95
47953,0.96,6.29,3.91
2101,0.7,5.69,3.45
47065,0.52,5.16,3.19
15981,1.02,6.51,3.92
7094,1.01,6.28,4.03
43328,0.54,5.29,3.21
41513,0.44,4.86,3.02
53206,0.75,5.79,3.61
32064,0.33,4.49,2.69
5046,0.31,4.44,2.7
18075,1.01,6.29,3.95
21484,1.76,7.7,4.74
47421,0.57,5.26,3.32
3262,1.02,6.38,4.01
4862,0.75,5.85,3.59
16304,1.07,6.49,4.09
28269,0.25,3.99,2.54
6665,1.11,6.69,4.07
23642,1.51,7.41,4.49
28991,0.34,4.47,2.79
46302,0.3,4.25,2.69
31895,0.3,4.32,2.66
11899,1.12,6.68,4.12
26675,0.3,4.31,2.68
7972,0.9,6.08,3.85
53447,0.72,5.85,3.51
15424,1.01,6.4,3.96
51341,0.74,5.78,3.59
47971,0.26,4.12,2.54
53631,0.3,4.34,2.65
21954,1.51,7.5,4.46
11294,1.0,6.47,3.88
9836,1.01,6.67,3.88
9144,1.01,6.37,4.03
18654,1.35,6.98,4.42
14812,1.2,6.77,4.25
19856,1.01,6.31,4.05
49019,0.5,5.06,3.17
10237,1.26,6.75,4.34
3095,0.92,6.2,3.85
32001,0.42,4.78,2.98
20879,1.59,7.43,4.71
37693,0.35,4.57,2.78
11263,1.16,6.77,4.18
53016,0.71,5.65,3.62
3000,0.7,5.73,3.49
42641,0.5,5.16,3.16
12552,1.01,6.35,3.99
17759,1.19,6.93,4.11
47698,0.59,5.42,3.32
6575,1.12,6.69,4.1
43611,0.34,4.42,2.81
8905,0.9,6.2,3.79
30307,0.44,4.88,3.04
38041,0.35,4.87,2.57
16289,1.01,6.49,3.98
53771,0.7,5.7,3.56
30382,0.34,4.4,2.77
42797,0.5,5.08,3.1
37505,0.46,4.86,3.2
11858,1.05,6.66,3.98
31569,0.36,4.51,2.84
15109,1.01,6.37,3.99
28914,0.36,4.55,2.82
12723,1.02,6.45,4.02
11282,1.22,6.93,4.18
9995,1.0,6.38,4.03
10808,1.0,6.41,3.96
12544,1.23,6.88,4.26
3150,0.92,6.23,3.88
52404,0.6,5.31,3.42
52478,0.77,5.96,3.63
19396,1.16,6.75,4.2
38164,0.34,4.46,2.77
49395,0.75,5.86,3.6
12418,1.09,6.6,4.12
37311,0.31,4.37,2.68
12318,1.28,6.91,4.35
17337,1.01,6.44,3.97
36687,0.39,4.73,2.89
40631,0.41,4.78,2.96
1969,0.58,5.36,3.31
31827,0.34,4.47,2.76
52540,0.71,5.8,3.54
15081,1.11,6.61,4.15
47733,0.7,5.59,3.54
28870,0.32,4.5,2.66
36099,0.44,4.88,2.98
39523,0.51,5.09,3.18
12711,0.26,4.12,2.54
41233,0.44,4.92,2.98
47139,0.51,5.1,3.17
19014,1.57,7.39,4.64
47606,0.72,5.77,3.57
32456,0.39,4.64,2.92
14901,1.26,6.92,4.38
44831,0.51,5.12,3.15
14017,1.01,6.58,3.77
40923,0.3,4.31,2.69
31463,0.4,4.74,2.92
31096,0.3,4.25,2.67
2095,0.9,6.22,3.77
40655,0.5,5.09,3.13
3157,0.78,5.9,3.65
34962,0.32,4.37,2.73
8670,1.04,6.54,4.0
11387,0.34,4.48,2.82
33244,0.34,4.48,2.78
41543,0.52,5.27,3.2
15903,1.02,6.51,3.95
9735,1.06,6.57,4.06
20678,1.23,6.9,4.21
38198,0.5,5.1,3.16
51690,0.62,5.58,3.3
52800,0.83,5.98,3.73
49493,0.7,5.7,3.59
14260,1.08,6.59,4.13
4465,0.7,5.66,3.54
17938,1.21,6.71,4.19
2427,0.73,5.68,3.62
712,0.98,6.82,3.61
2474,1.0,6.43,3.94
28680,0.24,3.96,2.5
29647,0.35,4.49,2.82
46046,0.73,5.81,3.52
23025,0.3,4.35,2.63
46634,0.3,4.24,2.67
7372,0.71,5.69,3.53
15143,1.35,7.02,4.38
20717,0.31,4.27,2.73
5789,0.82,6.01,3.71
35613,0.3,4.35,2.58
18440,1.55,7.36,4.61
12134,1.16,6.8,4.18
44997,0.31,4.32,2.68
45944,0.56,5.39,3.25
29297,0.3,4.3,2.64
39209,0.54,5.23,3.26
17516,1.3,6.98,4.27
50465,0.71,5.66,3.59
7050,0.33,4.42,2.77
21722,1.65,7.55,4.72
28944,0.3,4.27,2.72
47664,0.23,3.95,2.4
18005,1.0,6.44,3.88
3657,0.73,5.72,3.58
48509,0.61,5.44,3.37
440,0.95,6.62,3.68
34729,0.32,4.38,2.75
42786,0.51,5.26,3.11
28335,0.33,4.42,2.76
38032,0.38,4.66,2.9
22331,1.4,7.09,4.42
16271,1.01,6.29,4.04
40511,0.45,5.05,2.91
20376,0.31,4.32,2.71
50349,0.52,5.18,3.21
28022,0.3,4.33,2.67
37510,0.34,4.48,2.8
14525,1.01,6.49,3.93
34659,0.31,4.35,2.68
12906,0.93,6.28,3.88
5813,0.97,6.56,3.79
2740,0.61,5.47,3.38
10332,1.01,6.31,4.07
4659,1.17,6.71,4.21
24051,0.3,4.28,2.7
15765,1.2,6.83,4.18
9567,1.1,6.57,4.13
10688,1.01,6.13,4.02
42749,0.51,5.1,3.21
31460,0.4,4.7,2.99
41760,0.43,4.84,3.01
22721,1.58,7.53,4.6
42176,0.5,5.15,3.15
14814,1.12,6.65,4.14
43561,0.49,5.17,3.05
3104,0.83,5.97,3.71
7844,0.77,5.91,3.62
22314,1.59,7.45,4.64
32618,0.3,4.27,2.66
49554,0.91,6.05,3.92
22591,1.56,7.5,4.54
39703,0.58,5.31,3.41
9688,1.17,6.76,4.25
32708,0.31,4.35,2.7
47788,0.52,5.27,3.17
4339,0.9,6.11,3.92
36176,0.3,4.3,2.71
9030,0.27,4.15,2.56
35737,0.3,4.31,2.69
47192,0.5,5.13,3.19
6815,1.01,6.22,4.11
28674,0.24,4.01,2.48
5831,0.9,6.27,3.76
12500,1.02,6.56,3.94
43546,0.53,5.23,3.22
19848,2.04,8.3,4.91
11610,1.3,6.95,4.26
17359,1.55,7.38,4.61
16339,1.2,6.75,4.19
19420,1.12,6.59,4.14
12868,1.26,7.0,4.32
41247,0.54,5.27,3.21
16869,1.5,7.41,4.36
5383,0.34,4.48,2.83
52024,0.53,5.2,3.24
16771,1.14,6.63,4.2
23556,1.51,7.3,4.57
53592,0.7,5.77,3.42
45277,0.54,5.25,3.21
44474,0.52,5.19,3.16
45816,0.5,5.07,3.15
51226,0.7,5.77,3.4
497,0.7,5.82,3.48
49365,0.6,5.49,3.34
30276,0.23,3.93,2.48
43999,0.3,4.37,2.62
19128,1.5,7.2,4.58
5538,0.91,6.36,3.71
174,0.7,5.68,3.58
43557,0.52,5.18,3.17
48762,0.6,5.52,3.28
9990,1.2,6.77,4.18
37677,0.7,5.54,3.67
32066,0.33,4.44,2.77
5139,1.0,6.01,4.12
19141,1.56,7.46,4.59
39848,0.38,4.58,2.87
33786,0.4,4.71,2.94
9087,0.9,6.11,3.86
31312,0.32,4.37,2.73
11183,1.12,6.68,4.14
13672,1.03,6.55,4.0
40716,0.53,5.3,3.11
20308,1.04,6.68,3.95
48859,0.59,5.35,3.31
20575,1.58,7.6,4.57
1598,1.2,6.77,4.2
41225,0.43,4.86,2.96
37431,0.33,4.48,2.77
31575,0.36,4.58,2.8
15688,1.04,6.53,4.0
1039,0.74,5.74,3.6
57,0.3,4.25,2.67
15308,1.05,6.54,4.03
30130,0.32,4.39,2.69
11029,1.23,6.85,4.24
14829,1.01,6.53,3.9
44188,0.51,5.13,3.14
34606,0.27,4.15,2.52
41440,0.61,5.55,3.29
43337,0.55,5.25,3.28
48235,0.56,5.3,3.29
18817,1.21,6.78,4.21
6731,0.25,4.03,2.51
35647,0.31,4.35,2.7
30618,0.34,4.4,2.77
1336,0.72,5.79,3.55
3306,0.73,5.77,3.55
53400,0.77,5.94,3.58
33468,0.32,4.44,2.71
29737,0.32,4.41,2.74
2017,0.9,6.19,3.87
283,0.72,5.73,3.58
53698,1.05,6.39,4.12
43115,0.52,5.12,3.25
14015,1.01,6.39,4.02
33373,0.41,4.75,2.94
38586,0.39,4.68,2.9
6215,0.8,5.95,3.73
36726,0.32,4.37,2.76
510,0.79,5.86,3.69
15613,1.12,6.6,4.16
2660,0.73,5.73,3.59
36418,0.42,4.79,3.01
18534,1.51,7.36,4.43
48587,0.54,5.26,3.22
8194,1.04,6.54,4.01
44695,0.65,5.54,3.42
8088,1.01,6.24,4.02
51116,0.76,5.87,3.61
4358,1.1,6.6,4.13
44743,0.7,5.66,3.53
21551,1.21,6.79,4.17
6149,1.05,6.4,4.06
3276,1.0,6.52,3.85
12403,1.01,6.6,3.84
42873,0.45,4.95,3.03
49943,0.71,5.72,3.57
31001,0.37,4.65,2.87
15702,0.31,4.27,2.74
32921,0.42,4.82,2.99
45128,0.62,5.43,3.4
32838,0.46,4.97,3.05
31969,0.26,4.08,2.55
43296,0.54,5.22,3.23
38128,0.3,4.34,2.65
10322,1.03,6.45,4.06
48280,0.53,5.23,3.19
4976,0.78,5.91,3.65
19161,1.35,7.09,4.38
49208,0.55,5.26,3.26
50884,0.83,5.93,3.81
34733,0.37,4.65,2.85
39788,0.32,4.38,2.75
8135,1.01,6.35,4.0
16383,1.22,6.84,4.27
51680,0.72,5.8,3.56
50443,0.58,5.37,3.33
16119,1.3,7.1,4.28
31487,0.34,4.5,2.74
53491,0.71,5.71,3.53
44183,0.5,5.03,3.18
51142,0.7,5.65,3.48
5993,0.71,5.76,3.53
15630,1.01,6.34,3.94
45981,0.3,4.28,2.7
45186,0.51,5.11,3.19
4217,0.72,5.77,3.57
17565,1.2,6.75,4.25
8693,1.02,6.44,4.0
41881,0.56,5.24,3.32
49728,0.53,5.2,3.21
20946,1.05,6.57,4.05
47908,0.58,5.39,3.26
48182,0.75,5.99,3.49
20924,1.2,6.7,4.19
31568,0.31,4.31,2.68
49724,0.7,5.79,3.36
53543,0.76,5.86,3.66
14418,1.1,6.77,4.01
53175,0.71,5.74,3.56
9028,1.06,6.58,3.98
5607,0.9,6.09,3.87
33843,0.3,4.34,2.65
23381,0.36,4.49,2.85
47320,0.23,3.95,2.42
37882,0.48,4.93,3.09
43558,0.57,5.28,3.28
50487,0.7,5.69,3.51
8444,1.01,6.36,4.02
15251,1.35,7.1,4.39
11928,1.01,6.41,4.02
51559,0.71,5.68,3.51
13485,0.91,6.2,3.86
32221,0.31,4.33,2.71
8959,1.2,6.78,4.27
9461,0.9,6.12,3.83
52641,0.24,3.97,2.51
40061,0.53,5.18,3.23
50206,0.58,5.36,3.31
9580,1.08,6.57,4.12
12916,1.2,6.74,4.21
3699,0.9,6.17,3.91
5559,1.0,6.39,3.99
16473,1.02,6.37,4.05
42327,0.58,5.28,3.37
39059,0.47,5.08,3.15
16235,1.38,7.06,4.44
12427,1.03,6.68,3.89
20903,1.06,6.54,4.05
492,0.6,5.37,3.34
5068,0.3,4.37,2.6
29269,0.31,4.33,2.71
16982,1.03,6.49,4.0
8189,1.04,6.59,3.97
30921,0.34,4.43,2.79
36434,0.31,4.37,2.68
339,0.78,6.03,3.64
52930,0.77,5.9,3.57
50036,0.71,5.61,3.53
1444,0.83,6.02,3.7
16234,1.2,6.81,4.27
1492,0.72,5.68,3.59
47910,0.57,5.29,3.3
47223,0.51,5.21,3.17
29389,0.31,4.31,2.71
38491,0.42,4.8,2.95
46148,0.5,5.14,3.12
47900,0.76,5.73,3.68
48013,0.56,5.22,3.27
40014,0.37,4.57,2.87
45712,0.56,5.28,3.29
29526,0.38,4.66,2.89
4195,0.93,6.13,3.92
34429,0.3,4.35,2.66
42914,0.51,5.21,3.07
43691,0.5,5.0,3.17
36042,0.41,4.75,2.97
49699,0.7,5.61,3.55
13209,1.12,6.74,4.08
38043,0.5,5.13,3.15
41758,0.43,4.84,3.02
18485,1.31,7.02,4.36
36009,0.39,4.65,2.94
37707,0.38,4.77,2.79
41511,0.44,4.9,3.0
49663,0.6,5.47,3.33
35419,0.4,4.71,2.94
21950,1.26,6.95,4.25
17693,1.27,6.98,4.27
35413,0.4,4.83,2.89
13409,0.37,4.62,2.84
7770,0.91,6.21,3.87
40571,0.4,4.8,2.93
34162,0.33,4.47,2.75
35036,0.4,4.77,2.91
344,0.8,5.88,3.7
1029,0.62,5.48,3.41
32098,0.33,4.46,2.73
43292,0.58,5.28,3.34
7723,0.26,4.19,2.52
9493,1.05,6.45,4.01
5067,0.3,4.35,2.66
28698,0.43,4.85,2.94
38023,0.39,4.74,2.87
35121,0.36,4.56,2.84
20951,1.2,6.8,4.14
45048,0.54,5.3,3.12
47060,0.59,5.35,3.4
29964,0.31,4.35,2.67
32409,0.41,4.74,2.95
29525,0.38,4.63,2.88
11276,1.2,6.7,4.18
14436,1.01,6.16,4.06
21490,1.5,7.26,4.56
46698,0.5,5.1,3.17
4151,1.01,6.12,4.05
41528,0.42,4.85,2.98
37571,0.5,5.05,3.18
6917,0.9,6.14,3.84
47173,0.5,5.07,3.19
13563,1.16,6.84,4.16
43973,0.31,4.35,2.69
19975,1.23,6.86,4.23
52401,0.65,5.59,3.28
29266,0.31,4.34,2.73
50962,0.7,5.66,3.46
40922,0.3,4.28,2.68
53020,0.81,5.85,3.81
17391,0.32,4.41,2.69
28342,0.33,4.39,2.78
13356,0.24,3.94,2.49
36131,0.33,4.47,2.78
15864,1.01,6.5,3.96
42642,0.5,5.17,3.1
16638,1.1,6.75,4.05
42716,0.54,5.33,3.2
33702,0.3,4.28,2.63
32917,0.42,4.77,2.96
2115,0.7,5.7,3.54
22389,1.37,7.35,4.27
29109,0.34,4.5,2.74
13589,1.08,6.54,4.07
11477,1.13,6.81,4.04
32671,0.31,4.35,2.71
12951,1.01,6.42,3.95
19343,1.06,6.57,4.0
30119,0.32,4.41,2.73
27991,0.3,4.23,2.63
52101,0.69,5.72,3.51
28475,0.32,4.39,2.73
41279,0.27,4.19,2.56
47925,0.56,5.3,3.28
19507,1.6,7.46,4.66
46898,0.56,5.34,3.27
5884,1.02,6.36,4.02
1264,0.73,5.8,3.59
29840,0.3,4.3,2.69
16964,1.1,6.61,4.11
36328,0.32,4.42,2.73
5645,0.93,6.24,3.81
51708,0.8,5.76,3.85
28352,0.41,4.69,2.98
10514,0.9,6.16,3.88
13088,1.29,7.13,4.31
49551,0.55,5.26,3.25
28111,0.36,4.55,2.84
18484,1.5,7.35,4.59
33352,0.41,4.73,2.94
10109,1.17,6.86,4.09
52207,0.63,5.5,3.44
47028,0.54,5.18,3.25
